,ROWID,TIMESTAMP,ANONYMIZED_VEHICLE_NUMBER,VEHICLE_TYPE,NUMBER_OF_AXLES,TOLLPLAZA_ID,TOLLPLAZA CODE,TYPE_OF_PAYMENT_CODE,VEHICLE_CODE
265,266,Thu Aug  5 23:24:23 2021,2155384,CAR,2,4314,PC7E9E8F3,PTC,VC965
266,267,Tue Aug  3 06:54:05 2021,1867583,CAR,2,4608,PCACD1BEE,PTE,VC965
267,268,Mon Aug 16 07:28:50 2021,2703371,TRUCK,4,4063,PC7667A3E,PTP,VCB43
268,269,Tue Aug  3 20:00:16 2021,8368036,CAR,2,4944,PC41EEC34,PTC,VC965
269,270,Mon Aug 16 07:03:18 2021,3418635,TRUCK,4,4246,PC95F5F6B,PTP,VCB43
270,271,Sun Aug 15 16:44:18 2021,301035,CAR,2,4438,PC665A28E,PTE,VC965
271,272,Thu Aug 12 13:34:54 2021,4648848,CAR,2,4234,PC5EBC1E1,PTE,VC965
272,273,Fri Aug 13 02:09:10 2021,758078,CAR,2,4050,PC822E359,PTP,VC965
273,274,Sat Aug  7 04:50:03 2021,1517284,VAN,2,4721,PCE937423,PTC,VCD2F
274,275,Wed Aug  4 20:38:41 2021,5708944,CAR,2,4130,PC9F22103,PTE,VC965
275,276,Thu Jul 29 20:17:07 2021,202496,CAR,2,4852,PC68969FB,PTC,VC965
276,277,Thu Jul 29 19:34:22 2021,6716922,TRUCK,4,4575,PC84D9FC1,PTC,VCB43
277,278,Sun Aug  8 03:23:33 2021,5536264,CAR,2,4326,PC356AE8F,PTE,VC965
278,279,Sun Aug  8 07:34:29 2021,2105735,CAR,2,4694,PCBCF42C2,PTE,VC965
279,280,Sat Jul 31 12:39:28 2021,8857993,CAR,2,4551,PCCA5979C,PTC,VC965
280,281,Mon Aug  9 15:56:14 2021,514282,CAR,2,4775,PCA50FB36,PTP,VC965
281,282,Fri Aug  6 23:44:18 2021,847307,TRUCK,4,4146,PCF91266E,PTE,VCB43
282,283,Sat Aug  7 06:42:24 2021,2573891,VAN,2,4042,PC5D4DE09,PTC,VCD2F
283,284,Fri Aug  6 08:07:39 2021,9009917,CAR,2,4904,PC36C6441,PTC,VC965
284,285,Thu Aug 19 14:34:35 2021,1701415,TRUCK,4,4556,PC18C31F6,PTP,VCB43
285,286,Sat Aug  7 20:38:49 2021,5040531,CAR,2,4812,PC22D9C6D,PTE,VC965
286,287,Fri Aug 20 13:15:02 2021,1297862,CAR,2,4742,PC05B8749,PTC,VC965
287,288,Wed Aug  4 06:15:30 2021,1932822,VAN,2,4788,PC00AE965,PTP,VCD2F
288,289,Sat Jul 31 21:51:59 2021,8569313,CAR,2,4830,PC12EEFE0,PTC,VC965
289,290,Sun Aug  8 06:33:09 2021,6311114,CAR,2,4218,PC8DF4919,PTP,VC965
290,291,Mon Aug 16 06:11:04 2021,1451546,CAR,2,4754,PC99AE725,PTC,VC965
291,292,Fri Aug 20 13:36:58 2021,1711676,VAN,2,4960,PC6A1BCA4,PTP,VCD2F
292,293,Mon Aug  9 18:51:11 2021,6740804,CAR,2,4090,PC1EE951B,PTC,VC965
293,294,Wed Aug 18 12:19:24 2021,9049528,CAR,2,4804,PC68484C6,PTE,VC965
294,295,Sun Aug 15 08:30:45 2021,5269094,VAN,2,4617,PC7758F89,PTP,VCD2F
295,296,Wed Aug 11 13:15:58 2021,4753661,CAR,2,4150,PCC8441A8,PTC,VC965
296,297,Sat Aug 14 09:06:09 2021,1948111,CAR,2,4086,PC23E470D,PTP,VC965
297,298,Tue Aug 17 00:00:26 2021,5894664,VAN,2,4730,PC7DC0964,PTE,VCD2F
298,299,Wed Aug 11 04:51:17 2021,5455717,TRUCK,4,4925,PCE5E04A2,PTP,VCB43
299,300,Mon Aug  2 21:43:22 2021,1499647,CAR,2,4629,PCC5E1C04,PTC,VC965
300,301,Thu Aug  5 21:50:38 2021,2843245,TRUCK,4,4286,PC12BE494,PTE,VCB43
301,302,Mon Aug 16 04:30:00 2021,9796603,TRUCK,4,4617,PC7758F89,PTE,VCB43
302,303,Sun Aug  1 21:21:40 2021,5671860,CAR,2,4556,PC18C31F6,PTE,VC965
303,304,Tue Aug 17 04:20:26 2021,425972,TRUCK,4,4183,PCF5E7754,PTC,VCB43
304,305,Tue Aug 10 07:28:04 2021,7588083,CAR,2,4089,PC3CCA187,PTE,VC965
305,306,Wed Aug  4 03:45:21 2021,4816147,CAR,2,4230,PC19CE0DB,PTC,VC965
306,307,Thu Aug 12 06:45:42 2021,461211,CAR,2,4615,PC1ECBA39,PTP,VC965
307,308,Fri Jul 30 07:48:58 2021,7091224,CAR,2,4720,PCDD23528,PTC,VC965
308,309,Sat Aug 14 03:11:57 2021,3540160,CAR,2,4905,PCE1EA438,PTP,VC965
309,310,Sat Aug 21 01:26:42 2021,863358,VAN,2,4758,PCCE12794,PTC,VCD2F
310,311,Sat Aug 21 07:49:28 2021,2813269,TRUCK,4,5000,PCFE7F7FE,PTE,VCB43
311,312,Sun Aug 15 02:47:01 2021,4346673,CAR,2,4360,PC084F676,PTE,VC965
312,313,Mon Aug  9 05:22:43 2021,2872850,TRUCK,4,4746,PC0514825,PTC,VCB43
313,314,Thu Aug 12 02:39:09 2021,6322565,CAR,2,4781,PC0D83A1E,PTP,VC965
314,315,Tue Aug 10 13:58:49 2021,2138116,CAR,2,4706,PCD8D5094,PTC,VC965
315,316,Sat Aug 14 23:05:55 2021,9574626,VAN,2,4678,PCD175301,PTP,VCD2F
316,317,Thu Aug  5 18:17:26 2021,8951022,CAR,2,4125,PC8AAEF51,PTP,VC965
317,318,Sat Jul 31 09:29:28 2021,6597551,TRUCK,4,4229,PCD0DDD3D,PTC,VCB43
318,319,Sun Aug  8 22:50:36 2021,3348298,CAR,2,4100,PCC6DD8D5,PTC,VC965
319,320,Fri Jul 30 20:45:55 2021,846482,CAR,2,4812,PC22D9C6D,PTP,VC965
320,321,Tue Aug  3 11:54:14 2021,6676389,CAR,2,4574,PCC1F6F13,PTE,VC965
321,322,Mon Aug  9 16:32:26 2021,5427260,CAR,2,4902,PC425C6EC,PTP,VC965
322,323,Tue Aug 17 07:58:48 2021,1653255,TRUCK,4,4938,PC6C57ED3,PTE,VCB43
323,324,Tue Aug 17 19:16:31 2021,2976969,CAR,2,4479,PCCA36E4D,PTC,VC965
324,325,Tue Aug 17 10:01:21 2021,2959955,CAR,2,4191,PCCC28F87,PTC,VC965
325,326,Sun Aug  8 13:34:03 2021,8519579,CAR,2,4278,PC4847214,PTP,VC965
326,327,Wed Aug  4 13:51:04 2021,340196,TRUCK,4,4025,PC5ABB8E4,PTP,VCB43
327,328,Sun Aug 15 14:02:51 2021,1959570,TRUCK,4,4700,PC14E538A,PTP,VCB43
328,329,Tue Aug  3 14:46:46 2021,4214176,CAR,2,4145,PC5FBE4B8,PTP,VC965
329,330,Sat Aug  7 11:24:50 2021,430612,TRUCK,4,4894,PCDADB8C6,PTE,VCB43
330,331,Sat Aug  7 10:02:09 2021,2164841,CAR,2,4509,PCA2E8463,PTP,VC965
331,332,Wed Aug 18 15:40:47 2021,6533535,CAR,2,4827,PC7D68CD9,PTP,VC965
332,333,Tue Aug 17 10:44:33 2021,4798571,TRUCK,4,4620,PC43973F9,PTC,VCB43
333,334,Sun Aug 15 18:22:49 2021,2760594,CAR,2,4569,PC20129F9,PTC,VC965
334,335,Sat Aug 14 12:31:44 2021,2304313,TRUCK,4,4021,PC851E565,PTE,VCB43
335,336,Sat Aug  7 10:52:13 2021,2985337,CAR,2,4838,PCEECD973,PTC,VC965
336,337,Sat Aug 21 09:14:47 2021,4227039,CAR,2,4732,PCD83DE25,PTP,VC965
337,338,Thu Aug  5 08:01:30 2021,1255970,TRUCK,4,4691,PCFAB001F,PTC,VCB43
338,339,Fri Aug 13 01:03:49 2021,5241924,TRUCK,4,4536,PCC6C5CFB,PTC,VCB43
339,340,Tue Aug  3 20:43:16 2021,7451832,CAR,2,4898,PC0AE9E1B,PTE,VC965
340,341,Mon Aug  2 04:45:44 2021,3989343,TRUCK,4,4267,PCE51C5C7,PTP,VCB43
341,342,Sat Aug 14 18:14:30 2021,1804267,VAN,2,4066,PC883FCA9,PTC,VCD2F
342,343,Tue Aug 17 17:11:29 2021,1589440,TRUCK,4,4934,PC3ED26A2,PTC,VCB43
343,344,Sat Aug 21 19:27:45 2021,7750582,CAR,2,5010,PC028872C,PTE,VC965
344,345,Sun Aug  8 12:34:50 2021,116476,CAR,2,4325,PC8FC83B3,PTP,VC965
345,346,Fri Aug 20 07:15:06 2021,2617674,CAR,2,4887,PC81776BA,PTE,VC965
346,347,Tue Aug 10 21:55:17 2021,4228191,CAR,2,4996,PC6A4F55F,PTP,VC965
347,348,Mon Aug  9 14:43:31 2021,109141,VAN,2,4974,PCDEB8E32,PTE,VCD2F
348,349,Wed Aug 11 16:55:19 2021,5065439,CAR,2,4927,PC2D22627,PTE,VC965
349,350,Sun Aug 22 15:33:59 2021,1852318,TRUCK,4,4091,PC2E099B4,PTP,VCB43
350,351,Tue Aug 17 19:49:02 2021,3191217,CAR,2,4105,PC43919D1,PTP,VC965
351,352,Fri Aug 20 13:55:39 2021,8036070,CAR,2,4721,PCE937423,PTC,VC965
352,353,Thu Jul 29 17:40:36 2021,7270810,CAR,2,4908,PC3D16FC5,PTP,VC965
353,354,Sat Jul 31 07:08:17 2021,4800433,CAR,2,4733,PC797AEBF,PTP,VC965
354,355,Sun Aug 15 14:59:08 2021,7600086,CAR,2,4730,PC7DC0964,PTE,VC965
355,356,Mon Aug 16 20:41:37 2021,1308715,TRUCK,4,4491,PCA52F720,PTP,VCB43
356,357,Thu Aug 19 16:46:20 2021,448292,CAR,2,4827,PC7D68CD9,PTC,VC965
357,358,Tue Aug  3 10:52:15 2021,8125706,TRUCK,4,4902,PC425C6EC,PTE,VCB43
358,359,Sat Aug  7 22:39:54 2021,7354020,TRUCK,4,4967,PC2AFCB31,PTC,VCB43
359,360,Fri Aug 20 12:45:43 2021,8604614,CAR,2,4355,PC0EF761B,PTP,VC965
360,361,Mon Aug 16 04:34:39 2021,8074052,CAR,2,4252,PCA32686D,PTE,VC965
361,362,Tue Aug 17 21:02:38 2021,3137291,CAR,2,4669,PC36675CE,PTC,VC965
362,363,Mon Aug  2 07:57:43 2021,7817055,CAR,2,4051,PC3B970F2,PTC,VC965
363,364,Mon Aug  2 23:55:35 2021,9979009,CAR,2,4139,PC924C594,PTE,VC965
364,365,Wed Aug 18 07:46:35 2021,7381741,CAR,2,4470,PCB4FF8FA,PTE,VC965
365,366,Tue Aug 10 09:53:24 2021,6413555,CAR,2,4517,PC9AF321D,PTC,VC965
366,367,Thu Aug  5 09:24:17 2021,5271350,CAR,2,4175,PC08EA270,PTP,VC965
367,368,Sat Aug 21 02:13:24 2021,5887331,CAR,2,4995,PCBE6ABE5,PTP,VC965
368,369,Fri Aug 13 03:38:51 2021,2484968,CAR,2,4616,PCE6675F9,PTC,VC965
369,370,Sun Aug 15 21:25:06 2021,2023578,CAR,2,4124,PC3338D42,PTC,VC965
370,371,Sat Aug 14 14:44:43 2021,2574839,CAR,2,4133,PC30FC453,PTP,VC965
371,372,Sat Aug 21 11:27:08 2021,192172,TRUCK,4,4687,PC52E7369,PTE,VCB43
372,373,Sat Jul 31 09:30:08 2021,1794758,TRUCK,4,4190,PCDFC1E11,PTE,VCB43
373,374,Tue Aug  3 14:17:39 2021,254824,CAR,2,4670,PC2BE6D87,PTC,VC965
374,375,Sun Aug  8 21:51:35 2021,8317981,TRUCK,4,4368,PC909A324,PTC,VCB43
375,376,Wed Aug 11 15:12:48 2021,7578701,VAN,2,4222,PC15EC378,PTP,VCD2F
376,377,Thu Aug  5 12:56:57 2021,2555513,CAR,2,4184,PC43A5E42,PTP,VC965
377,378,Tue Aug 17 01:48:59 2021,2119264,CAR,2,4446,PC7F1A5B9,PTC,VC965
378,379,Sat Aug 21 20:51:46 2021,239988,CAR,2,4042,PC5D4DE09,PTC,VC965
379,380,Mon Aug 16 11:08:11 2021,147156,VAN,2,4396,PCA00BC1C,PTE,VCD2F
380,381,Sun Aug  8 18:05:36 2021,6891565,CAR,2,4855,PC03C5C15,PTC,VC965
381,382,Fri Aug  6 20:55:48 2021,4765841,CAR,2,5004,PC2111CF9,PTP,VC965
382,383,Fri Aug  6 10:14:37 2021,9017443,CAR,2,4243,PCC4F7DCE,PTP,VC965
383,384,Sat Aug 21 21:23:37 2021,8747053,CAR,2,4080,PCBE7E15B,PTP,VC965
384,385,Sat Jul 31 03:38:36 2021,839289,TRUCK,4,4468,PC040ADB3,PTP,VCB43
385,386,Sun Aug 15 14:11:42 2021,7212737,CAR,2,4121,PCEC57A8E,PTP,VC965
386,387,Sat Jul 31 22:09:56 2021,9707238,TRUCK,4,4799,PCC3A370A,PTP,VCB43
387,388,Mon Aug 16 23:15:11 2021,9288974,CAR,2,4748,PCF2ECD29,PTC,VC965
388,389,Fri Jul 30 20:43:48 2021,2130769,CAR,2,4693,PCB4CDDA5,PTC,VC965
389,390,Tue Aug 10 02:13:35 2021,3651531,CAR,2,4750,PCD987A9D,PTE,VC965
390,391,Sun Aug 22 16:20:32 2021,5066582,CAR,2,4165,PC0D2B95C,PTC,VC965
391,392,Sat Aug 21 10:40:29 2021,318251,CAR,2,4384,PC59A33DE,PTC,VC965
392,393,Sat Aug 21 13:30:56 2021,1018828,CAR,2,4929,PC9E503B6,PTC,VC965
393,394,Sun Aug  8 17:03:19 2021,4329135,CAR,2,4394,PCD3A817A,PTP,VC965
394,395,Tue Aug  3 22:42:16 2021,5510586,CAR,2,4931,PC3D30AD0,PTE,VC965
395,396,Mon Aug 16 07:20:43 2021,1292686,VAN,2,4644,PC411FDC0,PTC,VCD2F
396,397,Thu Aug  5 01:52:17 2021,2875806,TRUCK,4,4023,PC77793DF,PTE,VCB43
397,398,Sat Jul 31 08:15:24 2021,5025963,CAR,2,4534,PCAD9E1F9,PTC,VC965
398,399,Sat Aug 14 05:27:21 2021,2358436,CAR,2,4835,PC4645718,PTP,VC965
399,400,Fri Aug 20 07:33:43 2021,4363896,TRUCK,4,4280,PC03A5F23,PTE,VCB43
400,401,Fri Aug  6 02:08:16 2021,7051510,TRUCK,4,4266,PC39B17A9,PTC,VCB43
401,402,Fri Aug  6 13:29:57 2021,5575517,CAR,2,4540,PC5CAF0A7,PTE,VC965
402,403,Sat Jul 31 00:10:02 2021,2930078,CAR,2,5010,PC028872C,PTC,VC965
403,404,Thu Jul 29 15:14:45 2021,1439079,TRUCK,4,4048,PC1FE6483,PTP,VCB43
404,405,Mon Aug  9 16:59:57 2021,2085626,TRUCK,4,4810,PC2CA4087,PTC,VCB43
405,406,Mon Aug  9 16:41:38 2021,809065,CAR,2,4147,PC4D2C5A7,PTE,VC965
406,407,Fri Aug  6 06:10:52 2021,4100648,CAR,2,4082,PCF86214E,PTP,VC965
407,408,Thu Aug 19 11:38:52 2021,9745831,TRUCK,4,4078,PC8473A64,PTC,VCB43
408,409,Fri Aug  6 03:00:46 2021,7337960,CAR,2,4695,PC4A5D62F,PTE,VC965
409,410,Tue Aug 10 15:04:38 2021,3612246,CAR,2,4973,PC9C7C18E,PTE,VC965
410,411,Tue Aug 10 19:31:40 2021,8601164,CAR,2,4699,PC2C1B987,PTC,VC965
411,412,Sat Jul 31 15:35:09 2021,6123311,TRUCK,4,4136,PCA579A65,PTE,VCB43
412,413,Mon Aug  2 08:29:14 2021,3507029,CAR,2,4106,PC9764C98,PTP,VC965
413,414,Tue Aug  3 10:38:37 2021,1725151,TRUCK,4,4468,PC040ADB3,PTP,VCB43
414,415,Wed Aug 11 11:29:02 2021,8860504,CAR,2,4134,PC767BBB2,PTC,VC965
415,416,Sat Aug  7 22:59:56 2021,2017681,TRUCK,4,4422,PCF514246,PTE,VCB43
416,417,Sat Aug  7 23:16:29 2021,8183479,CAR,2,4273,PC0EF5BA6,PTE,VC965
417,418,Tue Aug 17 02:49:59 2021,8811914,CAR,2,4892,PC7AA5B2F,PTE,VC965
418,419,Sun Aug 15 00:53:46 2021,9631688,CAR,2,4230,PC19CE0DB,PTC,VC965
419,420,Mon Aug  9 02:25:32 2021,8193463,TRUCK,4,4240,PC72FE04B,PTP,VCB43
420,421,Tue Aug  3 19:54:41 2021,1766709,CAR,2,4342,PCE7F2748,PTP,VC965
421,422,Tue Aug 10 08:15:41 2021,4909497,CAR,2,4605,PCEB27C63,PTE,VC965
422,423,Thu Aug 19 16:48:08 2021,7279029,TRUCK,4,4188,PCDB12C82,PTP,VCB43
423,424,Wed Aug 18 14:23:40 2021,4791619,CAR,2,4001,PC58105BF,PTC,VC965
424,425,Sat Aug  7 09:05:10 2021,8712036,CAR,2,4971,PC0BD172F,PTP,VC965
425,426,Thu Aug 19 04:58:15 2021,4973747,CAR,2,4456,PC8DFF744,PTE,VC965
426,427,Sun Aug  1 04:42:52 2021,2800039,CAR,2,4975,PC818101A,PTP,VC965
427,428,Thu Aug  5 14:45:19 2021,9337207,CAR,2,4643,PC6713209,PTP,VC965
428,429,Wed Aug 11 06:53:51 2021,9220703,CAR,2,4386,PC948D5B2,PTC,VC965
429,430,Thu Aug 12 03:06:56 2021,5090710,CAR,2,4671,PCCAAFB48,PTE,VC965
430,431,Wed Aug 18 01:59:31 2021,9726834,TRUCK,4,4785,PC787D664,PTP,VCB43
431,432,Fri Aug 20 20:39:23 2021,8464288,CAR,2,4698,PC8BCEB19,PTE,VC965
432,433,Tue Aug 10 07:41:38 2021,2918487,CAR,2,4167,PC8453073,PTP,VC965
433,434,Sun Aug  8 15:32:55 2021,6975253,CAR,2,4917,PCD8C66B1,PTE,VC965
434,435,Sat Jul 31 05:54:57 2021,873000,CAR,2,4409,PC44E2F09,PTP,VC965
435,436,Thu Aug  5 12:16:13 2021,7144030,TRUCK,4,4007,PCDF9F773,PTE,VCB43
436,437,Wed Aug 18 23:08:31 2021,74751,CAR,2,5008,PC48D61BB,PTP,VC965
437,438,Mon Aug 16 15:31:24 2021,3092624,CAR,2,4574,PCC1F6F13,PTE,VC965
438,439,Thu Aug 19 23:08:03 2021,8043044,TRUCK,4,4712,PC94168A2,PTP,VCB43
439,440,Thu Aug 19 18:40:24 2021,6763315,CAR,2,4056,PC9FBBA67,PTP,VC965
440,441,Thu Aug  5 08:14:28 2021,7665718,VAN,2,4610,PCA4D3E9B,PTP,VCD2F
441,442,Wed Aug 18 05:43:44 2021,2030697,CAR,2,4558,PC575F591,PTE,VC965
442,443,Mon Aug  2 03:52:31 2021,3546362,CAR,2,4589,PC1477DC9,PTP,VC965
443,444,Mon Aug 16 00:20:11 2021,5579622,CAR,2,4581,PCC347465,PTE,VC965
444,445,Mon Aug  9 16:40:36 2021,6766212,TRUCK,4,4802,PCBDD55F1,PTE,VCB43
445,446,Thu Aug 19 02:55:39 2021,8678822,CAR,2,4722,PC035B71E,PTP,VC965
446,447,Thu Aug 12 17:06:06 2021,2515206,CAR,2,4223,PCA37D114,PTE,VC965
447,448,Mon Aug 16 18:09:47 2021,9647104,CAR,2,4576,PC394C979,PTE,VC965
448,449,Fri Aug  6 12:07:31 2021,8363585,CAR,2,4128,PCC0E7E2A,PTE,VC965
449,450,Sat Aug 14 22:43:39 2021,954814,TRUCK,4,4063,PC7667A3E,PTP,VCB43
450,451,Fri Jul 30 15:15:49 2021,3500082,CAR,2,4475,PCCC0D001,PTE,VC965
451,452,Thu Jul 29 22:44:15 2021,4302933,CAR,2,4888,PC46C55B4,PTP,VC965
452,453,Sat Aug 21 11:38:46 2021,1281592,TRUCK,4,4986,PC9787B8A,PTP,VCB43
453,454,Wed Aug 11 09:22:42 2021,1668996,CAR,2,4172,PC1A43FB7,PTP,VC965
454,455,Thu Aug 19 19:22:53 2021,2799295,TRUCK,4,4374,PCC321538,PTE,VCB43
455,456,Tue Aug 10 12:54:07 2021,155498,TRUCK,4,4027,PCE7A4F34,PTC,VCB43
456,457,Sat Aug 21 16:57:14 2021,3127161,VAN,2,4072,PC69F3F14,PTC,VCD2F
457,458,Thu Aug 19 16:29:39 2021,8415963,CAR,2,4067,PC1CCD955,PTE,VC965
458,459,Thu Aug  5 03:33:30 2021,4507082,CAR,2,4596,PC6558A56,PTP,VC965
459,460,Fri Aug 13 09:00:36 2021,7935251,CAR,2,4729,PC5170BF4,PTE,VC965
460,461,Wed Aug 11 19:02:46 2021,2868406,CAR,2,4451,PCF95BF53,PTE,VC965
461,462,Mon Aug  2 19:31:03 2021,2337912,CAR,2,4419,PC99BB7A3,PTE,VC965
462,463,Mon Aug 16 16:30:43 2021,3881228,CAR,2,4920,PC42A3AB0,PTE,VC965
463,464,Wed Aug 11 01:51:46 2021,5263238,CAR,2,4991,PC5B5C16D,PTE,VC965
464,465,Sun Aug 15 04:25:10 2021,4571658,VAN,2,4622,PCF31BD97,PTE,VCD2F
465,466,Thu Aug 19 23:55:54 2021,3017277,CAR,2,4642,PC17D596F,PTE,VC965
466,467,Sun Aug 22 03:51:32 2021,9879687,CAR,2,4158,PCAA68777,PTP,VC965
467,468,Fri Aug 13 10:00:03 2021,4056126,CAR,2,4392,PCAF6E464,PTE,VC965
468,469,Thu Aug  5 13:34:50 2021,6201597,VAN,2,4091,PC2E099B4,PTE,VCD2F
469,470,Tue Aug  3 01:04:46 2021,5063598,TRUCK,4,4838,PCEECD973,PTP,VCB43
470,471,Sun Aug 15 06:09:40 2021,4666427,CAR,2,4328,PC3777B8E,PTP,VC965
471,472,Sun Aug 15 08:07:00 2021,9169123,CAR,2,4038,PC77889B3,PTP,VC965
472,473,Sun Aug 22 16:23:05 2021,3521342,TRUCK,4,4129,PCA6127FF,PTP,VCB43
473,474,Fri Jul 30 07:28:31 2021,4997147,CAR,2,4478,PCB02917E,PTP,VC965
474,475,Tue Aug  3 04:49:32 2021,4334699,CAR,2,4879,PCC90A061,PTP,VC965
475,476,Sun Aug  1 16:32:40 2021,3896955,VAN,2,4924,PCE3427C5,PTP,VCD2F
476,477,Sun Aug  1 14:13:06 2021,685502,CAR,2,4215,PC4C76F48,PTE,VC965
477,478,Wed Aug  4 06:20:23 2021,3723750,TRUCK,4,4385,PC148C815,PTC,VCB43
478,479,Sun Aug 22 14:50:30 2021,8981107,CAR,2,4585,PCF3AE602,PTC,VC965
479,480,Sun Aug 15 07:08:24 2021,8161215,TRUCK,4,4060,PC481C9F9,PTE,VCB43
480,481,Sat Aug 21 11:14:40 2021,5494532,TRUCK,4,4839,PCA0290AD,PTC,VCB43
481,482,Wed Aug 11 20:32:07 2021,4709167,CAR,2,4442,PC05C2F86,PTP,VC965
482,483,Sun Aug 22 05:19:54 2021,326314,CAR,2,4183,PCF5E7754,PTC,VC965
483,484,Thu Jul 29 14:21:36 2021,256879,CAR,2,4476,PC439FA2D,PTP,VC965
484,485,Fri Jul 30 11:05:14 2021,5763581,VAN,2,4753,PC6AA246E,PTP,VCD2F
485,486,Tue Aug 17 18:49:46 2021,8131510,CAR,2,4437,PCBE6CB59,PTP,VC965
486,487,Mon Aug  9 03:42:43 2021,8025290,CAR,2,4418,PCF6EECB2,PTE,VC965
487,488,Fri Jul 30 01:56:01 2021,1988177,CAR,2,4032,PC578F087,PTP,VC965
488,489,Sun Aug  8 00:30:25 2021,8145530,CAR,2,4835,PC4645718,PTE,VC965
489,490,Tue Aug 10 06:44:29 2021,3562599,VAN,2,4909,PCDED6F20,PTE,VCD2F
490,491,Tue Aug 17 16:54:51 2021,1916677,CAR,2,4036,PCE6CC50C,PTC,VC965
491,492,Wed Aug 18 06:21:04 2021,6726273,TRUCK,4,4096,PCFA4F864,PTE,VCB43
492,493,Wed Aug  4 23:24:38 2021,8523480,CAR,2,4081,PCC825DB2,PTE,VC965
493,494,Thu Aug 19 00:56:38 2021,1631685,TRUCK,4,4573,PC4D8469D,PTE,VCB43
494,495,Sat Aug 14 03:33:50 2021,9252011,TRUCK,4,4675,PCE49911B,PTC,VCB43
495,496,Sat Aug 21 22:03:13 2021,7300558,CAR,2,4480,PC9A343F9,PTC,VC965
496,497,Wed Aug  4 15:40:58 2021,848840,CAR,2,4293,PC2A27502,PTE,VC965
497,498,Fri Aug 13 20:46:37 2021,4739032,CAR,2,4749,PC65C93B7,PTP,VC965
498,499,Mon Aug  2 12:44:36 2021,1489777,VAN,2,4110,PCF891CEB,PTP,VCD2F
499,500,Thu Aug  5 17:09:26 2021,7710222,CAR,2,4569,PC20129F9,PTP,VC965
500,501,Fri Aug 13 02:03:31 2021,6885916,CAR,2,4656,PC63844BC,PTC,VC965
501,502,Wed Aug  4 18:50:39 2021,1900389,TRUCK,4,4983,PCC3E4ADA,PTC,VCB43
502,503,Tue Aug 17 22:35:16 2021,4875056,TRUCK,4,4289,PCF621E92,PTP,VCB43
503,504,Sat Aug 14 04:09:11 2021,9306326,TRUCK,4,4860,PCF4A2DA9,PTC,VCB43
504,505,Thu Aug 12 11:53:39 2021,8211013,CAR,2,4130,PC9F22103,PTP,VC965
505,506,Tue Aug  3 16:42:19 2021,6412488,CAR,2,4199,PC7CCC47B,PTE,VC965
506,507,Fri Aug  6 07:58:40 2021,8703705,CAR,2,4138,PC79E328A,PTC,VC965
507,508,Thu Aug 12 06:47:15 2021,278147,TRUCK,4,4234,PC5EBC1E1,PTE,VCB43
508,509,Mon Aug 16 12:14:34 2021,960545,VAN,2,4084,PC71D433F,PTE,VCD2F
509,510,Wed Aug 18 12:30:35 2021,6056685,CAR,2,4711,PC340B4DE,PTE,VC965
510,511,Wed Aug  4 20:40:31 2021,4273899,TRUCK,4,4499,PC1EEDA04,PTP,VCB43
511,512,Sat Aug  7 11:34:45 2021,7485577,CAR,2,4709,PCC8C7059,PTE,VC965
512,513,Mon Aug 16 20:54:00 2021,120233,CAR,2,4452,PC8C7C5D7,PTC,VC965
513,514,Tue Aug  3 01:50:31 2021,2438318,CAR,2,4519,PC92A6471,PTP,VC965
514,515,Tue Aug  3 09:35:23 2021,5100664,TRUCK,4,4420,PCFDB2950,PTP,VCB43
515,516,Mon Aug 16 05:42:59 2021,3119836,CAR,2,4838,PCEECD973,PTP,VC965
516,517,Fri Jul 30 16:54:19 2021,5631034,CAR,2,4203,PC5295A46,PTP,VC965
517,518,Tue Aug 17 11:29:11 2021,8228986,TRUCK,4,4447,PC6B030C6,PTE,VCB43
518,519,Wed Aug  4 07:19:27 2021,434238,CAR,2,4159,PC5631507,PTC,VC965
519,520,Sat Jul 31 15:12:19 2021,7664842,TRUCK,4,4276,PC4E15B39,PTP,VCB43
520,521,Tue Aug  3 13:29:48 2021,7262675,CAR,2,4037,PC0A50259,PTE,VC965
521,522,Sat Aug 14 01:05:23 2021,9771276,CAR,2,4332,PC3B258E9,PTP,VC965
522,523,Sun Aug 22 08:29:54 2021,9842071,TRUCK,4,4654,PCBA5D8AB,PTE,VCB43
523,524,Wed Aug  4 04:09:56 2021,1914947,TRUCK,4,4787,PC1BDA119,PTC,VCB43
524,525,Fri Jul 30 17:17:39 2021,1955268,CAR,2,4864,PC259547F,PTC,VC965
525,526,Sun Aug  1 07:35:06 2021,5515957,CAR,2,4689,PC89C35AD,PTC,VC965
526,527,Sun Aug 22 09:39:42 2021,8622096,CAR,2,4646,PC3F8C42B,PTC,VC965
527,528,Tue Aug 17 07:32:18 2021,8753559,TRUCK,4,4767,PC61F3A80,PTE,VCB43
528,529,Thu Aug 12 01:36:59 2021,3601495,CAR,2,4596,PC6558A56,PTP,VC965
529,530,Fri Jul 30 14:30:56 2021,2025847,CAR,2,4616,PCE6675F9,PTC,VC965
530,531,Wed Aug  4 05:06:49 2021,9026973,CAR,2,4848,PCF0FC9B2,PTE,VC965
531,532,Thu Aug 19 16:40:17 2021,4905006,CAR,2,4747,PC5E524A1,PTE,VC965
